ID,Latitude,Longitude,Address
48,28.597241,-81.212706,"Systems Way, Orange County, Florida, 32816, United States"
49,28.5975964461424,-81.2108366452483,"University Boulevard, Orange County, Florida, 32816, United States"
51,28.5880914266481,-81.1925349490197,"2900, Discovery Drive, Orange County, Florida, 32826, United States"
52,28.5863579846715,-81.1924920336754,"Discovery Drive, Orange County, Florida, 32816, United States"
53,28.5794239309996,-81.1915908114464,"2302, Discovery Drive, Orange County, Florida, 32826, United States"
54,28.5739215848506,-81.1974034107211,"Challenger Parkway, Alafaya, Orange County, Florida, 32826, United States"
55,28.5739481774494,-81.1957297122958,"Alafaya, Orange County, Florida, 32826, United States"
56,28.5811142014247,-81.2000704193456,"Technology Parkway, Orange County, Florida, 32816, United States"
58,28.57886091999,-81.1969357724609,"Science Drive, Alafaya, Orange County, Florida, 32826, United States"
